step,train_bce
50,0.004328
100,0.000835
150,0.000369
200,0.000169
250,9e-05
300,6.5e-05
350,4.5e-05
400,3.1e-05
450,2.6e-05
500,1.9e-05
550,1.8e-05
600,1.4e-05
650,1.2e-05
700,1.1e-05
750,1.2e-05
800,7e-06
850,6e-06
900,7e-06
950,6e-06
1000,5e-06
1050,5e-06
1100,4e-06
1150,4e-06
1200,4e-06
1250,3e-06
1300,4e-06
1350,3e-06
1400,3e-06
1450,2e-06
1500,2e-06
1550,2e-06
1600,2e-06
1650,3e-06
1700,2e-06
1750,1e-06
1800,2e-06
1850,1e-06
1900,1e-06
1950,1e-06
2000,1e-06
